"dataset","structure_index","enzyme_index","uniprot","sequence_length","substrate","n_samples","n_positive"
"brenda","363372","5064","Q6VVX0","501","O=C(O)Cc1ccc(O)cc1","1","0"
"brenda","363392","5290","A6YIH8","502","C=C(C)[C@@H]1CC=C(C)CC1","1","0"
"brenda","363433","5295","Q16850","509","COc1cc2c(cc1O)[C@H](Cc1ccc(O)cc1)N(C)CC2","1","0"
"brenda","363460","5314","A0A1D6GQ67","506","Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)c1nc(O)nc(O)c1N2","1","0"
"brenda","363498","5119","A0A125QZE2","503","O=O","1","0"
"brenda","363535","5298","P14263","528","Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)C1N=C(O)N=C(O)C1=N2","1","0"
"brenda","363803","5084","Q8HYN1","508","C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O","1","0"
"brenda","363900","5275","O88962","500","CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3","1","0"
"brenda","363926","5358","Q07973","514","C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO","1","0"
"brenda","363934","5227","Q9AXM6","497","O=C(O)c1ccccc1","1","0"
"brenda","363956","5266","Q9XHC6","513","CC1C(=O)c2cc3c(cc2CCN(C)Cc2c1ccc1c2OCO1)OCO3","1","0"
"brenda","363986","5301","Q8K0C4","503","O=C1c2c(O)cc(O)cc2OC(c2ccc(O)cc2)C1O","1","0"
"brenda","364077","5094","Q43135","558","CC(C)(O)[C@@H]1Cc2cc3ccc(=O)oc3cc2O1","1","0"
"brenda","364107","5291","B5BSX1","493","C=C1C[C@@]23CCC4C(C)(C)CCC[C@@]4(C)C2CC[C@@H]1C3","1","0"
"brenda","364243","5206","P17549","517","CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
"brenda","364370","5109","P08684","503","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O","1","0"
"brenda","364373","5167","Q8VWZ7","493","C=C(C(=O)O)[C@H]1C/C=C(\C)CC/C=C(\C)CC1","1","0"
"brenda","364387","5202","Q43033","506","CC(C)=CCC/C(C)=C/CC[C@@](C)(O)[C@@H]1CC[C@H]2[C@@]1(C)CC[C@H]1C(C)(C)[C@@H](O)CC[C@]21C","1","0"
"brenda","364418","21352","Q9FPM6","478","O","1","0"
"brenda","364428","5000","P00191","496","COc1ccc2c(C(F)(F)F)cc(=O)oc2c1","1","0"
"brenda","364431","5074","Q60991","507","CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C\C(=O)O","1","0"
"brenda","364437","5114","A0A0Y0GRS3","494","CCCCC/C=C\C[C@@H](O)/C=C/C=C\C=C\[C@@H](O)CCCC(=O)O","1","0"
"brenda","364458","5063","P08683","500","C=C(C)[C@@H]1CC=C2CCC[C@@H](C)[C@@]2(C)C1","1","0"
"brenda","364543","5084","Q8HYN1","508","C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12","1","0"
"brenda","364585","5291","B5BSX1","493","C=C(C(=O)O)[C@H]1C/C=C(\C)CC/C=C(\C)C[C@H]1O","1","0"
"brenda","364646","4961","P11371","487","CC(C)(O)[C@@H]1Cc2cc3ccc(=O)oc3cc2O1","1","0"
"brenda","364798","5129","Q02928","519","O=C(O)c1ccccc1","1","0"
"brenda","364931","5206","P17549","517","CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C\C(=O)O","1","0"
"brenda","365136","5285","Q94FM7","504","CN1CCC[C@@H]1c1cccnc1","1","0"
"brenda","365159","5125","P78329","520","C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@@H]1C3","1","0"
"brenda","365173","5272","K4CI52","469","Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)c1nc(O)nc(O)c1N2","1","0"
"brenda","365180","5068","Q9Y6A2","500","CC1(C)CCC=C([C@@H]2CC=C(C=O)CC2)C1","1","0"
"brenda","365268","5253","Q2MJ20","479","CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C","1","0"
"brenda","365364","5069","Q9WVK8","500","C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12","1","0"
"brenda","365375","5071","O75881","506","C[C@H]1CCCC(C)(C)[C@@]1(O)/C=C/C=C\C(=O)O","1","0"
"brenda","365405","5097","Q6XQ14","511","CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O","1","0"
"brenda","365414","5094","Q43135","558","CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(O)C[C@@H]4CC(O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
"brenda","365435","5128","B8QHP5","523","O=C(O)/C=C/c1cccc(Cl)c1","1","0"
"brenda","365446","5265","Q8VQF6","404","C=C(C)[C@@H]1CC=C(C)CC1","1","0"
"brenda","365460","5331","Q6WG30","499","CC(C)/C=N/O","1","0"
"brenda","365463","5283","Q94IA6","491","Oc1ccc(C2Oc3cc(O)cc(O)c3C(O)C2O)cc1","1","0"
"brenda","365476","5128","B8QHP5","523","O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O","1","0"
"brenda","365492","4909","Q84KI1","509","CCCC(=O)CCC","1","0"
"brenda","365543","5283","Q94IA6","491","CC(C)c1cc2c(cc1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2","1","0"
"brenda","365577","5265","Q8VQF6","404","O=C(O)Cc1ccc(O)cc1","1","0"
"brenda","365600","5097","Q6XQ14","511","COP(=S)(NC(C)C)Oc1ccc(C)cc1[N+](=O)[O-]","1","0"
"brenda","365622","5178","Q9SXS3","523","CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C=O)[C@H]2CC1","1","0"
"brenda","365624","5034","P05093","508","O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12","1","0"
"brenda","365863","5095","O48958","531","O=C(O)/C=C/c1ccccc1F","1","0"
"brenda","365875","5320","O49394","523","CC1(C)CC[C@]2(C)[C@@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1","1","0"
"brenda","365997","5206","P17549","517","C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O","1","0"
"brenda","366019","5109","P08684","503","C=C(C)[C@H]1CC[C@@]2(C1)C(C)=CCC[C@H]2C","1","0"
"brenda","366046","5331","Q6WG30","499","C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12","1","0"
"brenda","366120","5105","Q9XHE8","496","CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O","1","0"
"brenda","366256","5247","Q9Y7C8","528","CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O","1","0"
"brenda","366258","5073","Q63688","414","O=C1c2c(O)cc(O)cc2OC(c2ccc(O)cc2)C1O","1","0"
"brenda","366363","5644","O64698","499","CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
"brenda","366370","5000","P00191","496","C=Cc1ccc(Cl)cc1","1","0"
"brenda","366419","5193","Q04468","505","C=Cc1ccc(C)cc1","1","0"
"brenda","366436","5097","Q6XQ14","511","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O","1","0"
"brenda","366439","5308","P93846","492","O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12","1","0"
"brenda","366497","5125","P78329","520","O/N=C\Cc1ccccc1","1","0"
"brenda","366537","5125","P78329","520","Cc1cccc(C(=O)[O-])c1","1","0"
"brenda","366603","5671","P47195","487","C=Cc1c(C)c2cc3[n-]c(cc4nc(cc5nc(cc1[n-]2)C(C)=C5CCC(C)=O)C(CCC(C)=O)=C4C)c(C)c3C=C.[Fe+6]","1","0"
"brenda","366612","5267","Q9FH76","463","CC/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)O","1","0"
"brenda","366616","5064","Q6VVX0","501","Cn1ccc2ccccc21","1","0"
"brenda","366663","21390","P24557","533","NCCc1ccc(O)c(O)c1","1","0"
"brenda","366746","5267","Q9FH76","463","C=Cc1c(C)c2cc3nc(cc4nc(cc5[nH]c(cc1[n-]2)c(C)c5C=C)C(C)=C4CCC(=O)O)C(CCC(=O)[O-])=C3C.[Fe+2]","1","0"
"brenda","366752","5073","Q63688","414","C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3)C(C)C","1","0"
"brenda","366900","5065","O46658","500","C=Cc1c(C)c2cc3nc(cc4nc(cc5[nH]c(cc1[n-]2)c(C)c5C=C)C(C)=C4CCC(=O)O)C(CCC(=O)[O-])=C3C.[Fe+3].[H].[H].[H]","1","0"
"brenda","366942","5071","O75881","506","CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
"brenda","366954","5175","A0A0G2RKY1","519","C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12","1","0"
"brenda","367010","5289","X2JE85","496","O=O","1","0"
"brenda","367126","5316","W8JIS5","515","CN1CCC[C@H]1c1cccnc1","1","0"
"brenda","367257","5099","A0A068Q609","526","CCCSc1ccc2nc(N=C(O)OC)[nH]c2c1","1","0"
"brenda","367372","5245","I7CT85","469","CC1=CC(=O)CC(C)(C)[C@H]1/C=C/C(C)=C\C(=O)O","1","0"
"brenda","367519","5358","Q07973","514","C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)(C)O)CC[C@@H]12","1","0"
"brenda","367524","5302","Q4PJW3","502","CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1","1","0"
"brenda","367572","5283","Q94IA6","491","C=C(C(=O)O)[C@H]1C/C=C(\C)CC/C=C(\C)CC1","1","0"
"brenda","367636","5105","Q9XHE8","496","C/C=C/CCC(C)O","1","0"
"brenda","367698","5282","Q50EK6","481","CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1","1","0"
"brenda","367729","5060","P51542","501","COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1","1","0"
"brenda","367821","4961","P11371","487","Clc1ccc2cc[nH]c2c1","1","0"
"brenda","367830","5110","Q9GJX5","504","CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3","1","0"
"brenda","367878","5063","P08683","500","COc1ccc2ccc(=O)oc2c1","1","0"
"brenda","367915","5034","P05093","508","CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CO)CCC[C@]21C","1","0"
"brenda","367946","5034","P05093","508","C=Cc1c(C)c2cc3nc(cc4nc(cc5[nH]c(cc1[n-]2)c(C)c5C=C)C(C)=C4CCC(=O)O)C(CCC(=O)[O-])=C3C.[Co+2]","1","0"
"brenda","368049","5188","Q2LAL0","503","O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21","1","0"
"brenda","368162","5265","Q8VQF6","404","CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C","1","0"
"brenda","368191","5253","Q2MJ20","479","CC1(C)CCC2=C1CC[C@H]1[C@H]2CCC2=CC(=O)C=C[C@@]21C","1","0"
"brenda","368237","5295","Q16850","509","O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21","1","0"
"brenda","368244","5644","O64698","499","N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1","1","0"
"brenda","368309","5230","Q9AXH9","499","O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21","1","0"
"brenda","368445","5128","B8QHP5","523","c1ccc2ccccc2c1","1","0"
"brenda","368469","5295","Q16850","509","CC/C=C\C[C@H]1C(=O)CC[C@@H]1CC(O)=N[C@H](C(=O)O)[C@@H](C)CC","1","0"
"brenda","368483","5276","Q9UNU6","501","COc1ccccc1/C=C/C(=O)O","1","0"
"brenda","368503","4965","O09158","503","O=[N+]([O-])c1ccc(O)cc1","1","0"
"brenda","368506","5267","Q9FH76","463","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O","1","0"
"brenda","368544","5074","Q60991","507","CC1=CCCC(C)(C)C1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C","1","0"
"brenda","368611","5035","P11715","507","CCCCCCCCCCCC(=O)O","1","0"
"brenda","368624","5081","P27786","507","O/N=C/Cc1ccccc1","1","0"
"brenda","368877","5225","P98183","506","CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C\C(=O)O","1","0"
"brenda","368901","5101","Q9FMV7","510","CC(C)=CCC/C(C)=C/CO","1","0"
"brenda","368931","5174","Q93ZB2","509","O=C(O)/C=C/c1cccc(O)c1","1","0"
"brenda","368997","5060","P51542","501","CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
"brenda","369009","5127","O23066","553","C=C1C[C@@]23CCC4C(C)(C)CCC[C@@]4(C)C2CC[C@@H]1C3","1","0"
"brenda","369141","5657","A8CDR5","486","[Cl-]","1","0"
"brenda","369185","5034","P05093","508","CC/C=C\C[C@H]1C(=O)CC[C@@H]1CC(O)=N[C@@H](Cc1ccccc1)C(=O)O","1","0"
"brenda","369321","5105","Q9XHE8","496","CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C=O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12","1","0"
"brenda","369353","5193","Q04468","505","COc1ccc2c(c1OC)C[N+]1(C)CCc3cc4c(cc3[C@@H]1C2)OCO4","1","0"
"brenda","369359","5097","Q6XQ14","511","Oc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21","1","0"
"brenda","369382","5068","Q9Y6A2","500","CC(C)=CCC/C(C)=C/CO","1","0"
"brenda","369393","5178","Q9SXS3","523","COc1ccc2cc[nH]c2c1","1","0"
"brenda","369520","5362","O15528","508","C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(CO)[C@@H](C(=O)CO)CC[C@@H]12","1","0"
"brenda","369548","5210","Q08477","520","CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O","1","0"
"brenda","369735","5073","Q63688","414","C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C=O)[C@@H]2CC[C@@H]1C3","1","0"
"brenda","369864","5125","P78329","520","O=C(O)CCC[C@H](O)/C=C/C=C\C=C\[C@H](O)C/C=C\CCCCCO","1","0"
"brenda","369872","5084","Q8HYN1","508","O=C(O)Cc1ccc(O)cc1","1","0"
"brenda","369945","5000","P00191","496","O=[N+]([O-])CCc1ccc(O)cc1","1","0"
"brenda","370058","4961","P11371","487","Cc1ccc(O)cc1CC[C@@H]1C(=O)CC[C@]2(C)C(=O)CC[C@@H]12","1","0"
"brenda","370142","21390","P24557","533","O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O","1","0"
"brenda","370173","5311","Q6TBX7","539","O=C(O)CNCCN(CC(=O)O)CC(=O)O","1","0"
"brenda","370192","5331","Q6WG30","499","CNc1c(C)n(C)n(-c2ccccc2)c1=O","1","0"
"brenda","370205","4909","Q84KI1","509","C[C@@H]1C(=O)C[C@H]2C(C(=O)O)=C[C@@H]3CC(C)(C)C[C@]312","1","0"
"brenda","370227","5040","P05185","509","C=C1C[C@@]23CCC4C(C)(C)CCC[C@@]4(C)C2CC[C@@H]1C3","1","0"
"brenda","370237","5667","B1NF19","504","N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1","1","0"
"brenda","370265","5063","P08683","500","CCCCC/C=C\C[C@@H](O)/C=C/C=C\C=C\[C@@H](O)CCCC(=O)O","1","0"
"brenda","370329","5114","A0A0Y0GRS3","494","C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12","1","0"
"brenda","370391","5277","Q7YRB2","501","Oc1ccc(Br)cc1","1","0"
"brenda","370550","5206","P17549","517","O=C(O)/C=C/c1ccccc1[N+](=O)[O-]","1","0"
"brenda","370581","5180","Q9SWR5","521","CC1=CCC2CC1C2(C)C","1","0"
"brenda","370592","4928","Q9ZAU3","415","N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1","1","0"
"brenda","370644","5125","P78329","520","C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12","1","0"
"brenda","370705","5100","O65782","499","CC(=O)Oc1ccc(N)cc1","1","0"
"brenda","370714","5210","Q08477","520","C=C(CC[C@@H](C)[C@H]1CC[C@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3)C(C)C","1","0"
"brenda","370813","5098","P48421","502","COc1cc2ccc(=O)oc2c(O)c1O","1","0"
"brenda","370827","5063","P08683","500","CC1=C[C@H]2[C@@H](CC1)[C@H](C)CC[C@H]2C(C)CO","1","0"
"brenda","370851","21391","Q64429","543","O=C=O","1","0"
"brenda","370865","5128","B8QHP5","523","COc1ccc(CCN2CCC(N=c3[nH]c4ccccc4n3Cc3ccc(F)cc3)CC2)cc1","1","0"
"brenda","370924","5126","Q6ZWL3","525","O=S1c2ccccc2-c2ccccc21","1","0"
"brenda","370947","5120","K7NBR2","473","Cc1cccc2sc3ccccc3c12","1","0"
"brenda","370955","5034","P05093","508","O=C(O)[C@H](Cc1ccc(O)cc1)NO","1","0"
"brenda","370987","5267","Q9FH76","463","O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12","1","0"
"brenda","371004","5068","Q9Y6A2","500","C=CC(C)(O)CC/C=C(\C)CO","1","0"
"brenda","371042","5000","P00191","496","C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C=O)[C@@H]2CC[C@@H]1C3","1","0"
"brenda","371045","5267","Q9FH76","463","C=C(C)[C@@H]1CC=C2[C@H](O)CC[C@@H](C)[C@@]2(C)C1","1","0"
"brenda","371079","5274","Q64148","503","C=C(C)[C@@H]1CCC2=CCC[C@@H](C)[C@@]2(C)C1","1","0"
"brenda","371209","5180","Q9SWR5","521","C[C@]12CC[C@H](O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]2(O)Cc1ccccn1","1","0"
"brenda","371240","4961","P11371","487","CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C","1","0"
"brenda","371251","5034","P05093","508","CCCCCCCCCCCCCC(=O)O","1","0"
"brenda","371260","5057","P18125","503","CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1","1","0"
"brenda","371383","5180","Q9SWR5","521","Oc1ccc(Cl)cc1Cl","1","0"
"brenda","371439","5311","Q6TBX7","539","O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12","1","0"
"brenda","371443","21390","P24557","533","CC(/C=C/C=C(C)/C=C/[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C","1","0"
"brenda","371560","5210","Q08477","520","C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12","1","0"
"brenda","371579","5656","A0A140IL92","513","N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1","1","0"
"brenda","371591","5216","D5JBX0","488","O=O","1","0"
"brenda","371663","21351","Q9AVQ1","478","N#Cc1cccnc1","1","0"
"brenda","371666","5080","Q2XVA1","508","CC1(C)[C@@H]2CC(=O)[C@@]1(C)CC2=O","1","0"
"brenda","371679","5034","P05093","508","O","1","0"
"brenda","371686","5296","Q64654","503","CC1(C)O[C@]2(C)CC[C@H]1CC2=O","1","0"
"brenda","371711","21272","B3LF83","384","O=C(O)O","1","0"
"brenda","371713","5311","Q6TBX7","539","C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@@H]1C3","1","0"
"brenda","371727","5282","Q50EK6","481","CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O","1","0"
"brenda","371792","5174","Q93ZB2","509","CC(=O)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
"brenda","371805","5129","Q02928","519","O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21","1","0"
"brenda","371846","5318","I3PLR0","554","O=C(O)Cc1ccc(O)cc1","1","0"
"brenda","371947","5099","A0A068Q609","526","CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
"brenda","371949","5127","O23066","553","Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)c1nc(O)nc(O)c1N2","1","0"
"brenda","371956","5296","Q64654","503","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O","1","0"
"brenda","372012","5100","O65782","499","CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C\C(=O)O","1","0"
"brenda","372060","5056","P22680","504","CCCCCCCCCCCCCCCC(O)CC(=O)O","1","0"
"brenda","372106","5317","P93149","523","O=C1c2ccccc2C(=O)N1CCS(=O)(=O)O","1","0"
"brenda","372160","5300","Q12664","515","CC(=O)[C@@]1(O)CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C","1","0"
"brenda","372200","5282","Q50EK6","481","O=C1c2c(O)cc(O)cc2OC(c2ccc(O)cc2)C1O","1","0"
"brenda","372225","5254","F6H9N6","480","COC(=O)/C=C(\C)CC/C=C(\C)CCC=C(C)C","1","0"
"brenda","372292","5150","Q8W3Y5","513","CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
"brenda","372322","5194","Q43067","505","C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O","1","0"
"brenda","372323","5034","P05093","508","Oc1ccc(Br)cc1","1","0"
"brenda","372350","5073","Q63688","414","CCCCCCCCCCCCCC(=O)O","1","0"
"brenda","372356","5283","Q94IA6","491","O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12","1","0"
"brenda","372498","5180","Q9SWR5","521","CC1(C)CC[C@]2(CO)CC[C@]3(C)C(=CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@]43C)C2C1","1","0"
"brenda","372504","5167","Q8VWZ7","493","C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12","1","0"
"brenda","372603","5254","F6H9N6","480","COc1cc2c(cc1O)[C@H](Cc1ccc(O)cc1)N(C)CC2","1","0"
"brenda","372647","5123","P51589","502","N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1","1","0"
"brenda","372654","5267","Q9FH76","463","O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12","1","0"
"brenda","372677","4959","Q04552","498","CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3","1","0"
"brenda","372719","5129","Q02928","519","C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C","1","0"
"brenda","372720","5000","P00191","496","CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
"brenda","372742","5123","P51589","502","CC(C)=CCC/C(C)=C/CO","1","0"
"brenda","372795","5281","C0SJS2","473","CC/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)O","1","0"
"brenda","372883","5206","P17549","517","CC12CCC(CC1)C2(C)C","1","0"
"brenda","372887","5675","L7T8H2","489","N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1","1","0"
